volumeId,layerId,surfaceId,loc0_count,loc0_res_mean,loc0_res_std,loc0_pull_mean,loc0_pull_std,loc1_count,loc1_res_mean,loc1_res_std,loc1_pull_mean,loc1_pull_std,phi_count,phi_res_mean,phi_res_std,phi_pull_mean,phi_pull_std,theta_count,theta_res_mean,theta_res_std,theta_pull_mean,theta_pull_std,qop_count,qop_res_mean,qop_res_std,qop_pull_mean,qop_pull_std,time_count,time_res_mean,time_res_std,time_pull_mean,time_pull_std
17,2,66,1525,0.0008512263,0.014918166,0.0008512263,0.014918166,1525,-0.02061701,0.013734519,-0.02061701,0.013734519,1525,-1.7532364e-05,0.0007758326,-0.0010045305,0.044451937,1525,-0.00028014925,0.0002879244,-0.01605137,0.016496854,1525,1.1761838e-05,0.024590496,0.00012495062,0.24416739,1525,0.45236763,25.430561,0.001508936,0.08482722
17,2,67,5843,1.9174142e-05,0.014924339,1.9174142e-05,0.014924339,5843,-0.0065890183,0.009642957,-0.0065890183,0.009642957,5843,-1.123848e-05,0.00075428246,-0.0006439175,0.0432172,5843,-0.000101518,0.00028631237,-0.005816553,0.01640449,5843,-5.2799816e-05,0.023140728,-0.00054559886,0.22995389,5843,0.40296245,25.63803,0.001344138,0.08551926
17,2,68,5667,-8.08456e-05,0.014955457,-8.08456e-05,0.014955457,5667,0.006984335,0.009741576,0.006984335,0.009741576,5667,-1.5535283e-06,0.00077136874,-8.9010646e-05,0.044196174,5667,0.00011437512,0.0002805162,0.0065532117,0.016072394,5667,-0.00019551937,0.023584718,-0.0019492075,0.23424159,5667,0.2824911,25.070532,0.0009422889,0.08362629
17,2,69,1333,0.0009030246,0.015526663,0.0009030246,0.015526663,1333,0.019841278,0.013508979,0.019841278,0.013508979,1333,-1.0654073e-05,0.00081109744,-0.0006104334,0.04647246,1333,0.00027537937,0.00029012686,0.015778076,0.016623044,1333,0.00048834406,0.02547885,0.0047803307,0.25323227,1333,1.2336477,24.579329,0.004115006,0.08198782
17,2,70,21,-0.003037532,0.014275202,-0.003037532,0.014275202,21,0.035951342,0.007269775,0.035951342,0.007269775,21,0.00022503307,0.00065123796,0.012893446,0.03731319,21,0.0005581095,0.00029137157,0.03197732,0.016694361,21,0.010351062,0.021309255,0.1033859,0.21266155,21,11.439797,6.6843114,0.038159057,0.022296464
17,2,79,29,0.0068244073,0.015790299,0.0068244073,0.015790299,29,-0.03262263,0.016085098,-0.03262263,0.016085098,29,-0.0003232668,0.0006943617,-0.018521825,0.039783996,29,-0.00040055142,0.00024181746,-0.022949908,0.013855119,29,-0.009280883,0.025291674,-0.09161824,0.2496883,29,10.695367,18.366611,0.035675906,0.061264426
17,2,80,1491,0.0007340097,0.0150075285,0.0007340097,0.0150075285,1491,-0.020638937,0.01288426,-0.020638937,0.01288426,1491,-2.9555309e-05,0.0007696241,-0.0016933944,0.044096213,1491,-0.00028559516,0.00027531286,-0.016363397,0.015774265,1491,-0.00073304825,0.024848184,-0.0072959685,0.24691305,1491,-0.36799517,25.200102,-0.0012274997,0.08405849
17,2,81,5649,-0.000326766,0.014751941,-0.000326766,0.014751941,5649,-0.006843334,0.009389822,-0.006843334,0.009389822,5649,2.359274e-06,0.00076690194,0.00013517644,0.043940246,5649,-0.000119054734,0.0002797247,-0.006821334,0.016027045,5649,-0.0001203951,0.023940353,-0.0012138083,0.23797953,5649,0.013487825,24.327374,4.4990535e-05,0.08114738
17,2,82,5679,2.8945591e-05,0.014950222,2.8945591e-05,0.014950222,5679,0.006852388,0.009452165,0.006852388,0.009452165,5679,-7.2696466e-06,0.00077456975,-0.00041652008,0.04437958,5679,0.000106010855,0.00028480293,0.0060739745,0.016318005,5679,-0.00021146565,0.02420685,-0.002120864,0.24053866,5679,-0.8675322,24.47072,-0.002893776,0.08162554
17,2,83,1346,-0.00020870812,0.014979408,-0.00020870812,0.014979408,1346,0.021369362,0.012356917,0.021369362,0.012356917,1346,3.0800235e-05,0.000783741,0.0017647234,0.04490505,1346,0.00028441148,0.00029537323,0.016295578,0.01692364,1346,0.0009965003,0.025002372,0.009880815,0.24849457,1346,0.22518387,23.441023,0.0007511326,0.07819084
17,2,84,14,-0.00031403132,0.022681504,-0.00031403132,0.022681504,14,0.039637975,0.00037105987,0.039637975,0.00037105987,14,0.00018072128,0.000733463,0.010354566,0.042024333,14,0.00048708916,0.00019232226,0.027908156,0.011019253,14,0.009498139,0.020661606,0.09483401,0.20561609,14,-8.027842,17.334858,-0.026777998,0.057822865
17,2,93,1,-0.022681355,,-0.022681355,,1,-0.039886475,,-0.039886475,,1,0.00093758106,,0.05371944,,1,-0.00032186508,,-0.018441511,,1,0.024643652,,0.24454418,,1,40.670715,,0.13566291,
17,2,94,1569,0.000291923,0.014480647,0.000291923,0.014480647,1569,-0.021583715,0.012411039,-0.021583715,0.012411039,1569,-9.029477e-06,0.00080551207,-0.0005173509,0.046152443,1569,-0.00030886914,0.00027981764,-0.017696898,0.01603237,1569,0.00022403536,0.025687343,0.0022295872,0.25529757,1569,0.7539473,23.453428,0.0025148978,0.078232214
17,2,95,5618,-0.00016273856,0.014841677,-0.00016273856,0.014841677,5618,-0.0067657875,0.009306214,-0.0067657875,0.009306214,5618,1.3209738e-05,0.0007616897,0.0007568623,0.043641604,5618,-0.0001078714,0.00027954593,-0.006180576,0.016016802,5618,0.00080999115,0.02398451,0.008058925,0.2382744,5618,1.1563634,25.059872,0.0038572133,0.08359074
17,2,96,5769,0.00051505276,0.014645593,0.00051505276,0.014645593,5769,0.006605418,0.0096205,0.006605418,0.0096205,5769,-9.861495e-06,0.00074641145,-0.00056502206,0.042766225,5769,0.00011485843,0.00028485403,0.0065809037,0.016320933,5769,-0.00020034424,0.023546476,-0.0019796863,0.23396537,5769,1.4406593,24.434168,0.0048055216,0.08150361
17,2,97,1419,0.00025398695,0.015383189,0.00025398695,0.015383189,1419,0.020956172,0.013599239,0.020956172,0.013599239,1419,5.705664e-06,0.00074711116,0.00032691046,0.042806316,1419,0.00028281467,0.0002906936,0.016204087,0.016655516,1419,0.00028471026,0.02349149,0.0028960255,0.2334477,1419,-1.6710441,24.974304,-0.005574004,0.083305314
17,2,98,20,-0.002758336,0.009737671,-0.002758336,0.009737671,20,0.0310071,0.021922033,0.0310071,0.021922033,20,0.000426811,0.00060337933,0.024454469,0.03457109,20,0.00033200384,0.0003397478,0.019022418,0.019466117,20,0.014920439,0.019551717,0.14822367,0.1938475,20,-11.020288,20.184376,-0.036759727,0.067327835
17,2,107,5,0.015480518,0.014505219,0.015480518,0.014505219,5,-0.008668518,0.018575914,-0.008668518,0.018575914,5,-0.0013844222,0.0010462737,-0.07932155,0.05994707,5,6.730556e-05,0.00020595209,0.0038563244,0.011800186,5,-0.039103616,0.038215447,-0.3855448,0.3763844,5,-14.562174,18.41645,-0.048574183,0.061430667
17,2,108,1521,0.00014528417,0.014801982,0.00014528417,0.014801982,1521,-0.016104234,0.016259668,-0.016104234,0.016259668,1521,3.921971e-05,0.0007851291,0.0022471237,0.044984583,1521,-0.00022698687,0.0003039794,-0.01300539,0.017416736,1521,0.0012789882,0.024049278,0.012635602,0.2390986,1521,0.16788462,26.08846,0.0005600028,0.087021746
17,2,109,5582,-4.3181753e-05,0.015158097,-4.3181753e-05,0.015158097,5582,-0.00479792,0.0113143055,-0.00479792,0.0113143055,5582,1.5177012e-05,0.00077835185,0.0008695787,0.044596277,5582,-8.429449e-05,0.00030036786,-0.0048297183,0.01720981,5582,0.0004396586,0.023906002,0.004346479,0.23747805,5582,0.38606724,24.80448,0.0012877817,0.08273884
17,2,110,5619,-0.00040512456,0.015321519,-0.00040512456,0.015321519,5619,0.0054538795,0.011655848,0.0054538795,0.011655848,5619,3.6675606e-06,0.000773369,0.00021013572,0.04431078,5619,8.612864e-05,0.00029375672,0.0049348073,0.01683102,5619,8.718477e-06,0.023685787,8.122828e-05,0.23530531,5619,0.056902487,24.573317,0.0001898062,0.08196776
17,2,111,1377,-0.0002687205,0.014522026,-0.0002687205,0.014522026,1377,0.017701933,0.015445594,0.017701933,0.015445594,1377,2.338992e-05,0.0007597808,0.0013401437,0.043532234,1377,0.0002492372,0.0002988685,0.014280239,0.017123904,1377,0.0003374622,0.023972994,0.003373876,0.23833343,1377,0.221841,25.039362,0.0007399821,0.08352232
17,2,112,11,0.007077824,0.0076958984,0.007077824,0.0076958984,11,0.0027153709,0.03072638,0.0027153709,0.03072638,11,7.9329715e-05,0.00069163105,0.004545258,0.03962754,11,1.408837e-07,0.00018636926,8.072111e-06,0.010678172,11,0.0058976035,0.016625242,0.058751095,0.1655862,11,-21.75464,19.203608,-0.072565675,0.064056344
17,2,121,9,0.013511443,0.017467378,0.013511443,0.017467378,9,-0.0396737,0.0002225785,-0.0396737,0.0002225785,9,-0.0007333557,0.0009088941,-0.042018186,0.052075796,9,-0.00039460923,0.00011491046,-0.022609444,0.006583885,9,-0.021547752,0.02661403,-0.21518989,0.26586476,9,8.868683,16.305859,0.029582743,0.054390494
17,2,122,1399,0.00093563437,0.0156243285,0.00093563437,0.0156243285,1399,-0.021454658,0.012391368,-0.021454658,0.012391368,1399,-2.9219738e-05,0.0007842304,-0.0016741678,0.044933096,1399,-0.00029551907,0.00026907443,-0.016931994,0.015416829,1399,-0.000807554,0.024411507,-0.0080696205,0.24235272,1399,0.27895722,25.106182,0.0009305011,0.08374521
17,2,123,5725,-0.000107188556,0.014843096,-0.000107188556,0.014843096,5725,-0.006988985,0.008894927,-0.006988985,0.008894927,5725,1.205488e-05,0.0007637163,0.0006906938,0.043757718,5725,-0.000112378024,0.000280551,-0.0064387866,0.01607439,5725,0.00019392278,0.023765776,0.0019506871,0.23618667,5725,0.1453058,25.152508,0.0004846881,0.08389974
17,2,124,5650,0.00033878576,0.014817166,0.00033878576,0.014817166,5650,0.0071643456,0.008699584,0.0071643456,0.008699584,5650,-9.022477e-06,0.00076713704,-0.00051694986,0.043953717,5650,0.00013014366,0.00028210678,0.0074566817,0.016163528,5650,-0.00017456038,0.023883844,-0.0017732941,0.2372546,5650,1.3989506,25.012299,0.004666397,0.08343205
17,2,125,1366,0.00027663627,0.014886486,0.00027663627,0.014886486,1366,0.020669201,0.013620641,0.020669201,0.013620641,1366,-6.677579e-05,0.0007970396,-0.003825971,0.045667008,1366,0.00028084006,0.00028157653,0.01609095,0.016133148,1366,-0.0020535267,0.024489142,-0.020481605,0.24334897,1366,-0.10330712,24.541594,-0.00034459558,0.08186195
17,2,126,22,-0.013195374,0.015441795,-0.013195374,0.015441795,22,0.034051202,0.014290112,0.034051202,0.014290112,22,0.00040763346,0.0005747247,0.023355676,0.032929298,22,0.00044870377,0.00041096326,0.025708832,0.023546461,22,0.007497633,0.013422749,0.07458368,0.13365573,22,3.8335578,24.15862,0.012787373,0.08058449
17,2,135,7,0.012368049,0.014478775,0.012368049,0.014478775,7,-0.03972135,0.00013563586,-0.03972135,0.00013563586,7,-0.000603761,0.0004731473,-0.034592956,0.027109342,7,-0.0005016838,0.00017021236,-0.028744366,0.00975245,7,-0.014717212,0.00848665,-0.146276,0.084244065,7,9.067958,18.629345,0.030247454,0.062140808
17,2,136,1364,0.0005782761,0.014567042,0.0005782761,0.014567042,1364,-0.02098421,0.012217176,-0.02098421,0.012217176,1364,-3.5156252e-06,0.0007530054,-0.00020143055,0.043144032,1364,-0.00029436452,0.00027408107,-0.016865846,0.01570369,1364,-6.980546e-05,0.024261788,-0.0006391493,0.24101336,1364,-0.7548423,24.769651,-0.0025178827,0.08262267
17,2,137,5727,-0.00014151714,0.01491357,-0.00014151714,0.01491357,5727,-0.006736468,0.008824202,-0.006736468,0.008824202,5727,9.085332e-06,0.0007645091,0.00052055117,0.043803144,5727,-0.00011380453,0.00028555686,-0.006520519,0.016361203,5727,0.00014104055,0.024038663,0.0013968904,0.23892951,5727,-0.0918158,24.667105,-0.00030626458,0.082280606
17,2,138,5783,-9.7526e-05,0.014647204,-9.7526e-05,0.014647204,5783,0.007109417,0.009234428,0.007109417,0.009234428,5783,2.1345842e-05,0.0007612992,0.0012230267,0.04361923,5783,0.00012307367,0.0002842498,0.0070516015,0.016286315,5783,0.0006921799,0.023946172,0.0068695666,0.23799689,5783,-0.08441104,24.811417,-0.00028156492,0.08276198
17,2,139,1375,0.00064165954,0.013961485,0.00064165954,0.013961485,1375,0.020850265,0.012741433,0.020850265,0.012741433,1375,-2.4775374e-05,0.000748204,-0.0014195243,0.042868935,1375,0.00030237675,0.00027029274,0.017324911,0.015486633,1375,-0.000419965,0.024566785,-0.0041637905,0.2440382,1375,-0.7431405,24.664986,-0.00247885,0.08227354
17,2,140,21,-0.003791832,0.013955346,-0.003791832,0.013955346,21,0.034904845,0.017367847,0.034904845,0.017367847,21,0.00010361274,0.00078880636,0.005936573,0.045195274,21,0.00042718934,0.0002481202,0.024476144,0.0142162405,21,3.379619e-05,0.02567073,0.00068574573,0.25417274,21,10.724645,20.971983,0.035773568,0.069955006
17,2,149,7,-0.018705709,0.014224149,-0.018705709,0.014224149,7,-0.036163058,0.009708318,-0.036163058,0.009708318,7,0.00042693954,0.0012857767,0.024461832,0.073669575,7,-0.00044219833,0.00024933813,-0.0253361,0.014286023,7,0.006972996,0.042447507,0.067614384,0.42072642,7,-9.468536,10.089126,-0.03158364,0.0336537
17,2,150,1377,-0.00096714555,0.01450631,-0.00096714555,0.01450631,1377,-0.0212108,0.01314354,-0.0212108,0.01314354,1377,2.3989896e-05,0.0007347403,0.0013745198,0.04209752,1377,-0.0002939715,0.00027393422,-0.016843326,0.015695274,1377,5.1401224e-05,0.023642303,0.0004636488,0.2350872,1377,0.5506745,25.843784,0.0018368525,0.08620559
17,2,151,5648,-0.00032201808,0.015181093,-0.00032201808,0.015181093,5648,-0.006755535,0.00908465,-0.006755535,0.00908465,5648,1.204799e-05,0.0007659207,0.00069029897,0.04388402,5648,-0.00011132662,0.00028254336,-0.0063785454,0.016188543,5648,0.00015335619,0.02345732,0.0015414804,0.23309916,5648,0.5888958,24.236092,0.001964345,0.080842905
17,2,152,5546,-0.00057559134,0.014557998,-0.00057559134,0.014557998,5546,0.006781426,0.009124684,0.006781426,0.009124684,5546,3.2132106e-05,0.0007545945,0.001841034,0.04323508,5546,0.00011868418,0.00028098543,0.0068001025,0.01609928,5546,0.0005517776,0.023483226,0.00550014,0.23335357,5546,-0.87896794,25.7762,-0.0029319215,0.08598015
17,2,153,1548,-8.250653e-05,0.014352954,-8.250653e-05,0.014352954,1548,0.020728055,0.01309847,0.020728055,0.01309847,1548,3.0958222e-06,0.0007454758,0.0001773776,0.042712618,1548,0.0002865666,0.000295574,0.016419055,0.016935142,1548,0.00039121322,0.022837168,0.0038637114,0.22692657,1548,0.17873077,24.940037,0.0005961817,0.08319101
17,2,154,18,0.008100927,0.012526538,0.008100927,0.012526538,18,0.035630863,0.012745325,0.035630863,0.012745325,18,-0.00019849009,0.00064834434,-0.011372644,0.037147395,18,0.00046614144,0.00029470987,0.026707938,0.016885633,18,-0.0052343216,0.021537788,-0.051678672,0.21316743,18,-3.715501,10.997464,-0.012393578,0.036683593
17,2,163,1,0.015227556,,0.015227556,,1,-0.03950119,,-0.03950119,,1,-0.00044083595,,-0.02525804,,1,0.00026488304,,0.015176681,,1,-0.019560888,,-0.19422556,,1,-52.77948,,-0.1760534,
17,2,164,1498,0.0011337934,0.014516163,0.0011337934,0.014516163,1498,-0.020963727,0.012538123,-0.020963727,0.012538123,1498,1.3464045e-05,0.00074383116,0.0007714328,0.042618386,1498,-0.00030103663,0.00026849317,-0.01724813,0.015383525,1498,0.0007201615,0.024449214,0.0070869173,0.24297412,1498,0.68320096,24.430092,0.002278913,0.08149002
17,2,165,5801,5.614447e-06,0.014857236,5.614447e-06,0.014857236,5801,-0.0068149096,0.009316964,-0.0068149096,0.009316964,5801,-6.07729e-06,0.00075175357,-0.00034820303,0.043072306,5801,-0.000111504494,0.0002798038,-0.0063887374,0.016031576,5801,-7.0438386e-05,0.023335086,-0.0006910878,0.23194095,5801,0.022994746,24.148928,7.6702105e-05,0.08055215
17,2,166,5920,-3.2467095e-05,0.014461906,-3.2467095e-05,0.014461906,5920,0.006754171,0.009261477,0.006754171,0.009261477,5920,3.0759622e-06,0.0007526884,0.00017623966,0.043125868,5920,0.00010973523,0.0002838246,0.006287366,0.016261952,5920,0.00013956564,0.023977613,0.0014226513,0.23827673,5920,-0.12737124,25.349335,-0.00042486473,0.08455628
17,2,167,1490,-0.0013711808,0.015408723,-0.0013711808,0.015408723,1490,0.020044051,0.0144544225,0.020044051,0.0144544225,1490,6.207684e-05,0.00080050103,0.003556741,0.04586533,1490,0.00028396654,0.00030703648,0.016270082,0.017591894,1490,0.0021505218,0.0254185,0.021356648,0.25254557,1490,1.4032826,25.543922,0.0046808473,0.08520536
17,2,168,26,0.0043857563,0.0109583475,0.0043857563,0.0109583475,26,0.03424916,0.016788857,0.03424916,0.016788857,26,-0.00015086394,0.0009824007,-0.008643867,0.05628742,26,0.00048522308,0.00032840206,0.027801234,0.018816052,26,-0.004242422,0.031890642,-0.042455576,0.31814688,26,-15.739434,31.050364,-0.0525011,0.10357287
17,2,177,22,0.000534823,0.0087428205,0.000534823,0.0087428205,22,-0.031199368,0.022199495,-0.031199368,0.022199495,22,0.00019082156,0.00064319524,0.01093327,0.036852375,22,-0.00028390775,0.0003940205,-0.016266717,0.022575712,22,0.005716759,0.021683639,0.056373417,0.21503183,22,-5.58352,24.397642,-0.018624617,0.081381775
17,2,178,1583,0.000101300946,0.015405037,0.000101300946,0.015405037,1583,-0.021361507,0.012171086,-0.021361507,0.012171086,1583,1.8025228e-05,0.000800672,0.0010327694,0.045875125,1583,-0.00030211173,0.00025687335,-0.017309727,0.014717759,1583,0.00051660364,0.024851933,0.0051455363,0.2471102,1583,0.61068887,26.507467,0.0020370388,0.0884194
17,2,179,5751,-0.00018583675,0.015085996,-0.00018583675,0.015085996,5751,-0.0071559544,0.009295662,-0.0071559544,0.009295662,5751,1.3062403e-05,0.0007722616,0.0007484206,0.04424733,5751,-0.00011634785,0.00027965524,-0.0066662407,0.016023064,5751,0.0003801099,0.023790348,0.0037678129,0.23643911,5751,-0.032664638,24.815365,-0.00010895743,0.08277515
