volumeId,layerId,surfaceId,loc0_count,loc0_res_mean,loc0_res_std,loc0_pull_mean,loc0_pull_std,loc1_count,loc1_res_mean,loc1_res_std,loc1_pull_mean,loc1_pull_std,phi_count,phi_res_mean,phi_res_std,phi_pull_mean,phi_pull_std,theta_count,theta_res_mean,theta_res_std,theta_pull_mean,theta_pull_std,qop_count,qop_res_mean,qop_res_std,qop_pull_mean,qop_pull_std,time_count,time_res_mean,time_res_std,time_pull_mean,time_pull_std
17,2,9,20,0.00569942,0.0068476563,0.00569942,0.0068476563,20,-0.03989296,0.0004385952,-0.03989296,0.0004385952,20,-0.0003514737,0.0007635058,-0.020137958,0.04374566,20,-0.000531137,0.00027424048,-0.030431908,0.015712822,20,-0.010887594,0.027165668,-0.10763862,0.2686591,20,-1.1281006,25.906208,-0.003762938,0.08641381
17,2,10,1482,0.00026596128,0.014089917,0.00026596128,0.014089917,1482,-0.025970086,0.0047942493,-0.025970086,0.0047942493,1482,-1.9088755e-05,0.00079247664,-0.0010937051,0.045405567,1482,-0.00035330793,0.00021416048,-0.020243054,0.012270492,1482,-7.171292e-05,0.025579415,-0.0007132377,0.25413236,1482,1.2099882,26.274673,0.0040360866,0.08764288
17,2,11,5629,0.00025984092,0.01498195,0.00025984092,0.01498195,5629,-0.008895309,0.0054915203,-0.008895309,0.0054915203,5629,-1.3169428e-06,0.0007586711,-7.545525e-05,0.043468654,5629,-0.00014996713,0.00026699784,-0.008592484,0.015297849,5629,-0.00015821459,0.023878826,-0.0015572798,0.2372161,5629,-0.16811748,24.372316,-0.00056077953,0.0812973
17,2,12,5435,-0.00063369476,0.014684009,-0.00063369476,0.014684009,5435,0.008513751,0.00542451,0.008513751,0.00542451,5435,5.768533e-06,0.0007410919,0.0003305126,0.04246144,5435,0.0001304042,0.00026715102,0.00747161,0.0153066255,5435,-0.00020574764,0.02300076,-0.0020192133,0.22861394,5435,-0.18445496,24.307402,-0.00061527546,0.081080765
17,2,13,1423,-0.00040869217,0.014668475,-0.00040869217,0.014668475,1423,0.025911158,0.0046006753,0.025911158,0.0046006753,1423,2.15204e-05,0.0007793362,0.0012330281,0.044652678,1423,0.0003543293,0.00022154182,0.020301573,0.012693411,1423,0.00056977547,0.024549128,0.0056915265,0.24394041,1423,-0.010057302,24.774368,-3.3547552e-05,0.0826384
17,2,14,15,-0.013815594,0.007327957,-0.013815594,0.007327957,15,0.039856974,0.0002722119,0.039856974,0.0002722119,15,0.00025571272,0.0004727376,0.0146512585,0.027085869,15,0.0005731026,0.00020636126,0.032836363,0.01182363,15,0.00021060705,0.022050645,0.0023471413,0.21858492,15,13.506346,21.057373,0.045052323,0.070239834
17,2,23,11,0.009768269,0.014325565,0.009768269,0.014325565,11,-0.02809195,0.021581678,-0.02809195,0.021581678,11,-0.0006079389,0.00070035824,-0.034832332,0.04012757,11,-0.00045865233,0.0004425089,-0.026278842,0.025353892,11,-0.020554733,0.025228687,-0.20521574,0.25205007,11,4.614661,27.80395,0.015392852,0.09274399
17,2,24,1405,0.0004936855,0.014816361,0.0004936855,0.014816361,1405,-0.020201728,0.014323246,-0.020201728,0.014323246,1405,-2.07066e-05,0.00079471746,-0.0011864009,0.04553396,1405,-0.00028253763,0.00029502442,-0.016188215,0.016903654,1405,-0.00036618332,0.025290845,-0.003625788,0.25114098,1405,-1.4225861,24.042843,-0.0047452366,0.080198295
17,2,25,5539,4.1829167e-05,0.014842659,4.1829167e-05,0.014842659,5539,-0.0067616785,0.008994014,-0.0067616785,0.008994014,5539,-1.21881385e-05,0.0007673403,-0.0006983289,0.043965362,5539,-0.000111250156,0.00027997943,-0.006374165,0.01604164,5539,-0.00066486455,0.02413902,-0.006617961,0.23992002,5539,0.68837184,24.728382,0.0022961614,0.082485005
17,2,26,5598,-0.0001544711,0.015028268,-0.0001544711,0.015028268,5598,0.006898666,0.009362437,0.006898666,0.009362437,5598,-3.3892395e-06,0.00075912673,-0.00019418912,0.043494757,5598,0.00011027117,0.00029727526,0.006318073,0.017032618,5598,-0.00034896893,0.023660066,-0.0034446917,0.23516345,5598,0.73413146,25.056583,0.002448799,0.083579764
17,2,27,1474,0.00038292207,0.014588825,0.00038292207,0.014588825,1474,0.020679643,0.013041903,0.020679643,0.013041903,1474,-4.688239e-05,0.0007785409,-0.002686163,0.04460711,1474,0.00029824037,0.00029792121,0.017087914,0.017069628,1474,-0.0013953543,0.025693536,-0.013914431,0.2551308,1474,0.9490278,24.332426,0.0031656162,0.08116424
17,2,28,17,0.00815272,0.011566154,0.00815272,0.011566154,17,0.027617062,0.017581502,0.027617062,0.017581502,17,-0.0004233683,0.00050407933,-0.024257217,0.02888162,17,0.0003988112,0.00030123274,0.022850199,0.017259365,17,-0.013616963,0.018398201,-0.13530213,0.18282144,17,-3.879128,19.377691,-0.012939379,0.06463702
17,2,37,11,0.008495287,0.016264634,0.008495287,0.016264634,11,-0.040219568,0.00023744963,-0.040219568,0.00023744963,11,-0.00024817206,0.0007232136,-0.0142192105,0.041437086,11,-0.0004347888,0.00023793991,-0.024911564,0.013632952,11,-0.0023237169,0.022669548,-0.023147075,0.22466095,11,5.733995,13.717177,0.019126548,0.04575558
17,2,38,1477,-0.0004434593,0.015276792,-0.0004434593,0.015276792,1477,-0.025547395,0.0045883814,-0.025547395,0.0045883814,1477,-4.022123e-06,0.0007697369,-0.00023045065,0.044102676,1477,-0.000351674,0.00021044267,-0.020149438,0.012057477,1477,-0.0009926627,0.024818722,-0.009873788,0.24653196,1477,-0.3027851,23.23204,-0.0010099824,0.07749375
17,2,39,5702,-0.00020079613,0.014744056,-0.00020079613,0.014744056,5702,-0.008636557,0.005499829,-0.008636557,0.005499829,5702,9.585372e-06,0.00076876336,0.0005492014,0.044046897,5702,-0.00014300896,0.0002618117,-0.00819381,0.015000707,5702,0.00020970906,0.024195885,0.0020929868,0.24035643,5702,-1.4143728,24.737087,-0.0047178394,0.08251405
17,2,40,5435,-0.00015762018,0.015076116,-0.00015762018,0.015076116,5435,0.008283131,0.005431564,0.008283131,0.005431564,5435,1.9302737e-05,0.00076451857,0.0011059653,0.04380369,5435,0.00014138465,0.00026439005,0.008100743,0.015148435,5435,0.0005144359,0.023916248,0.0051202476,0.23773608,5435,0.40096843,25.197243,0.0013374868,0.08404896
17,2,41,1479,0.00032711378,0.015372781,0.00032711378,0.015372781,1479,0.026329504,0.004967887,0.026329504,0.004967887,1479,5.601144e-06,0.0008001951,0.0003209219,0.0458478,1479,0.00037094514,0.0002146633,0.021253591,0.012299302,1479,0.000108579836,0.025192685,0.0010762186,0.2504796,1479,-2.2492266,23.421766,-0.0075026127,0.0781266
17,2,42,12,0.0035828352,0.005378595,0.0035828352,0.005378595,12,0.040345192,0.00017365445,0.040345192,0.00017365445,12,-6.6022076e-05,0.0003751328,-0.0037827867,0.021493526,12,0.0004384319,0.00013459689,0.025120297,0.0077118343,12,-0.0023050213,0.017009318,-0.023079256,0.16956854,12,-2.7635853,22.9129,-0.009218328,0.07642921
17,2,51,16,-0.0037022382,0.012116117,-0.0037022382,0.012116117,16,-0.021060824,0.020931888,-0.021060824,0.020931888,16,0.00015719235,0.00051732344,0.009006458,0.02964045,16,-0.00016387552,0.0004989757,-0.009389376,0.0285892,16,0.010624757,0.014364859,0.10571018,0.14311762,16,-2.1060634,10.42756,-0.007025071,0.034782596
17,2,52,1351,-0.00086025905,0.014841505,-0.00086025905,0.014841505,1351,-0.021397736,0.01287541,-0.021397736,0.01287541,1351,3.8695725e-05,0.00080652285,0.0022171016,0.046210356,1351,-0.00030680597,0.00027104345,-0.017578688,0.015529647,1351,0.00056869717,0.025385598,0.005637309,0.25228855,1351,0.43166557,24.672876,0.0014398814,0.08229986
17,2,53,5667,-0.00023658332,0.0148911495,-0.00023658332,0.0148911495,5667,-0.0067807944,0.009338719,-0.0067807944,0.009338719,5667,1.0599045e-06,0.00075035525,6.0728045e-05,0.04299219,5667,-0.00010486549,0.0002772507,-0.0060083503,0.015885295,5667,0.0001217944,0.02301308,0.001210519,0.2286833,5667,-0.5973036,24.426146,-0.0019923905,0.08147686
17,2,54,5427,0.00027530637,0.01498303,0.00027530637,0.01498303,5427,0.007413218,0.009229424,0.007413218,0.009229424,5427,-8.392053e-06,0.00074948027,-0.00048082924,0.04294206,5427,0.00012243459,0.00027943696,0.0070149857,0.016010558,5427,-0.00041724485,0.023263168,-0.0041683028,0.23122244,5427,-0.9572467,24.201883,-0.0031930318,0.0807288
17,2,55,1370,0.0012953022,0.014674916,0.0012953022,0.014674916,1370,0.021461446,0.012261877,0.021461446,0.012261877,1370,-3.5083292e-05,0.0007461581,-0.0020101247,0.042751715,1370,0.0003041652,0.00028713892,0.017427381,0.016451849,1370,-0.00041449306,0.024003921,-0.0041016317,0.23865524,1370,1.0758364,25.579416,0.0035886045,0.08532375
17,2,56,25,0.005692248,0.015860938,0.005692248,0.015860938,25,0.021871032,0.021255497,0.021871032,0.021255497,25,5.018711e-05,0.0004847933,0.00287551,0.02777661,25,0.00021314621,0.00033495785,0.012212378,0.019191671,25,0.004716522,0.0116622895,0.046951976,0.116153136,25,-18.730232,21.48035,-0.062477328,0.07165074
17,2,65,15,0.0004462242,0.009996088,0.0004462242,0.009996088,15,-0.040044274,0.0003387414,-0.040044274,0.0003387414,15,-4.8057238e-05,0.0008678672,-0.0027534768,0.04972513,15,-0.0005180836,0.00016865908,-0.029684003,0.009663454,15,-0.0021147232,0.033274624,-0.019997466,0.32940167,15,2.4949832,23.671629,0.008322368,0.07896005
