timestamp,w1,w2,w3,w4,resxy,resz,pos1,pos2,pos3,pos4,diff,chi2,obj,phase,note
2025-08-26_10:59:21,0.0,0.0,0.0,0.0,3.3588728907226926e-05,4.619383825043965e-05,0.042514090765876034,-0.043880191755954985,0.05495825978859689,0.0055079138681911055,9.116693136049266,855596.7869838849,855596.7869838849,warmup,random
2025-08-26_10:59:21,0.0,0.0,0.0,0.0,1.2119166856595811e-05,2.2665357407760272e-05,0.044522067229149045,0.05050228165588809,-0.06902670172563331,0.0015046223608592008,11.391642350941732,1296944.6667269021,1296944.6667269021,warmup,random
2025-08-26_10:59:21,0.0,0.0,0.0,0.0,4.997706882216789e-05,1.7163595250498992e-05,0.002630687044071253,0.028422654245324905,-0.019091855666898846,0.06604949158093451,10.28265843556941,1090045.0702900686,1090045.0702900686,warmup,random
2025-08-26_10:59:22,0.0,0.0,0.0,0.0,1.513230417728691e-05,2.0031638624225116e-06,0.015339006757185566,0.00037506325204060553,-0.0627929748250015,-0.030989495006874403,12.640869014919707,1534921.848762615,1534921.848762615,warmup,random
2025-08-26_10:59:22,0.0,0.0,0.0,0.0,5.224019154515631e-05,1.2866826626533947e-05,0.024098976636823005,0.03662674614602046,-0.03673074384106405,0.03195028880566034,10.402204615846973,1106675.5753006837,1106675.5753006837,warmup,random
2025-08-26_10:59:22,0.0,0.0,0.0,0.0,4.83084332438092e-06,4.427926714145015e-05,-0.025090790903956987,-0.043887408544020415,-0.06429148018233306,0.012725012046353859,11.063818270230518,1302365.3091254048,1302365.3091254048,warmup,random
2025-08-26_10:59:23,0.0,0.0,0.0,0.0,3.421189925218037e-05,9.282702415814297e-06,0.02673128333434524,-0.015857051517924763,0.061142198423142835,-0.050747067819560954,10.555653904697316,1146267.209591704,1146267.209591704,warmup,random
2025-08-26_10:59:23,0.0,0.0,0.0,0.0,1.3708009187517488e-05,3.499615523750978e-05,0.04441110802817022,0.007728113623924726,0.0041510809698409035,-0.03614067927393677,10.44703742002752,1081328.1884835481,1081328.1884835481,warmup,random
2025-08-26_10:59:23,0.0,0.0,0.0,0.0,1.8001627436028703e-05,1.8540646975740396e-05,0.031633795041833515,0.055595436393360786,0.05419209939711643,0.03918257642006734,11.151309225520631,1236427.488370928,1236427.488370928,warmup,random
2025-08-26_10:59:24,0.0,0.0,0.0,0.0,3.2160418708975285e-05,5.369838831005398e-07,-0.055793983998755514,0.022890247675127817,-0.0692913782615294,-0.047486872801550194,12.060075950040844,1455181.719345943,1455181.719345943,warmup,random
2025-08-26_10:59:24,0.0,0.0,0.0,0.0,3.7759889770352024e-05,1.2612339182955564e-05,-0.024444042257702518,0.03450879671652338,0.020948605866610057,0.04889127746918491,10.488656201605412,1143181.5152739687,1143181.5152739687,warmup,random
2025-08-26_10:59:24,0.0,0.0,0.0,0.0,1.4092465368747362e-05,1.2969251616922475e-05,0.0662214776653424,-0.014966318546653541,0.05488651772479587,0.018359407639616812,11.641671253610953,1346481.6343476241,1346481.6343476241,warmup,random
2025-08-26_10:59:24,0.0,0.0,0.0,0.0,1.0388116203906455e-05,3.830383950309671e-05,-0.030691869258280192,-0.06659576469959647,0.02036612142700349,-0.045204504883013155,10.351153035431258,1075339.1207104395,1075339.1207104395,warmup,random
2025-08-26_10:59:24,0.0,0.0,0.0,0.0,8.684278452035303e-07,4.920446788902006e-05,-0.010054219235575992,0.06533167466611375,0.06490679679249539,0.04942132376543042,12.528938993317917,1745001.675172703,1745001.675172703,warmup,random
2025-08-26_10:59:24,0.0,0.0,0.0,0.0,9.024640937028596e-06,2.953262684716964e-05,0.06106166838250934,0.02744417153449623,0.009808563812511092,-0.05639529087209241,11.06408646530367,1225724.8342618893,1225724.8342618893,warmup,random
2025-08-26_10:59:24,0.0,0.0,0.0,0.0,4.650690415858524e-05,3.9273698310085126e-05,0.02758220373933752,0.028347771758195306,-0.01967123882923428,-0.028897141802970934,9.296957736104453,860703.4165149473,860703.4165149473,warmup,random
2025-08-26_10:59:24,0.0,0.0,0.0,0.0,2.7125580019686657e-05,2.660528780368722e-05,0.04176132505534852,0.020994950308887123,0.028275362816078467,0.04141097372105415,10.313427868480476,1077735.6950368977,1077735.6950368977,warmup,random
2025-08-26_10:59:25,0.0,0.0,0.0,0.0,3.0669933465747415e-05,1.9531433975374934e-06,-0.004816277461455576,0.005970248859060723,-0.029884224702040184,0.012716656479661512,11.832833474146874,1421951.8608809365,1421951.8608809365,warmup,random
2025-08-26_10:59:25,0.0,0.0,0.0,0.0,6.7778541449173e-06,2.7702780619901893e-05,0.03779909743380552,-0.039785056150441964,0.01720466661466004,-0.05805135490087249,11.334605911213542,1311368.3495554673,1311368.3495554673,warmup,random
2025-08-26_10:59:25,0.0,0.0,0.0,0.0,3.849653612061493e-05,5.172136760754121e-05,0.002282048762167338,-0.02478609378822557,0.04132606726761852,-0.03208348482330961,8.779215637317508,773741.6711711371,773741.6711711371,warmup,random
2025-08-26_10:59:25,0.0,0.0,0.0,0.0,4.4315147381121296e-05,3.690183421266131e-05,-0.012746587782002217,-0.045738795190081595,-0.04809881402604796,-0.03496599425695666,9.237102716250472,851057.1753642494,851057.1753642494,warmup,random
2025-08-26_10:59:26,0.0,0.0,0.0,0.0,5.061011661111613e-05,3.912164173904094e-05,0.007609567351596097,0.015640904472809317,-0.011255991260109413,-0.03531766146983796,9.289093517551583,857614.9546192496,857614.9546192496,warmup,random
2025-08-26_10:59:26,0.0,0.0,0.0,0.0,2.485839895051808e-06,2.2065900827894686e-06,0.04976448176154101,0.028512100313203323,-0.0036156639277744734,-0.0563032175088598,13.579688871282814,1827738.6666408556,1827738.6666408556,warmup,random
2025-08-26_10:59:27,0.0,0.0,0.0,0.0,2.1150825686340923e-05,3.265926269186486e-05,0.018913111121470136,-0.06365743863191377,-0.01755423395229403,0.017620388199993092,10.244282768470908,1043471.2389342418,1043471.2389342418,warmup,random
2025-08-26_10:59:27,0.0,0.0,0.0,0.0,3.7866151748527602e-06,3.406610078102441e-05,-0.06628841652417296,0.012008581378284866,0.06163223379949406,0.010566384902623058,11.942937069757189,1476939.436946351,1476939.436946351,warmup,random
2025-08-26_10:59:27,0.0,0.0,0.0,0.0,4.990056162471701e-05,2.0494134671550998e-05,0.06456667893534801,0.05674908987384894,-0.0425892411294985,-0.06028941787747684,10.031152371158795,1022166.2857505851,1022166.2857505851,warmup,random
2025-08-26_10:59:27,0.0,0.0,0.0,0.0,3.819438935969125e-06,1.6939759624054662e-05,0.04828254353572364,-0.06674192899698439,0.04402558756245101,-0.030540331531724016,12.09832576288829,1515373.2798888348,1515373.2798888348,warmup,random
2025-08-26_10:59:27,0.0,0.0,0.0,0.0,3.897201176941575e-05,4.2594315263877733e-05,-0.030515159840017098,-0.045158463870838814,0.03508606522972017,0.04295686349741697,9.283351268711646,877491.0651560504,877491.0651560504,warmup,random
2025-08-26_10:59:27,0.0,0.0,0.0,0.0,1.8095547456397295e-05,4.933360039070875e-05,0.05017778525802166,-0.009940836167497434,0.03512194949080963,0.03563600237185553,10.032905908886299,997698.2066819767,997698.2066819767,warmup,random
2025-08-26_10:59:27,0.0,0.0,0.0,0.0,1.6996626374570892e-05,4.7467954948873813e-05,-0.015511764977217166,-0.06848272879275824,0.05675347669869693,-0.057219865249941305,9.4410758413545,895538.0578118948,895538.0578118948,warmup,random
2025-08-26_10:59:28,0.0,0.0,0.0,0.0,3.3505780384390876e-05,2.3795190388752034e-05,-0.028950491962270966,-0.02398696364821177,0.024152583850785378,0.03533243412127521,10.023351265571403,1048775.9883414155,1048775.9883414155,warmup,random
2025-08-26_10:59:28,0.0,0.0,0.0,0.0,3.097736342881315e-06,2.9147554319041796e-05,-0.008185729807727221,0.05427858558616197,-0.020871898242708985,-0.053610617700135185,11.73186388598983,1430789.916464348,1430789.916464348,warmup,random
2025-08-26_10:59:29,0.0,0.0,0.0,0.0,4.503455383789114e-06,3.7166315510760404e-05,-0.05981317910901291,0.045060408300649876,0.02887391180190947,-0.05861117071013404,11.169236899429915,1274850.78219489,1274850.78219489,warmup,random
2025-08-26_10:59:29,0.0,0.0,0.0,0.0,4.3087737086284765e-05,5.0206812172475317e-05,0.06804014893520194,0.03547294593625183,-0.017323658025671797,-0.05830989966218638,8.820415870177202,773619.6463616953,773619.6463616953,warmup,random
2025-08-26_10:59:29,0.0,0.0,0.0,0.0,5.937906688110714e-06,2.6134499272200993e-05,-0.06841048973256134,-0.004387510120822322,-0.06211754140454277,-0.05336549172246993,11.449001897798995,1329464.6283327178,1329464.6283327178,warmup,random
2025-08-26_10:59:29,0.0,0.0,0.0,0.0,5.0997036441726996e-05,1.9899397185780132e-05,-0.030000307920539503,0.05160387794652445,-0.03869658260727663,0.06485115552168558,10.190599544295678,1064929.5624826308,1064929.5624826308,warmup,random
2025-08-26_10:59:30,0.0,0.0,0.0,0.0,2.7991773726119578e-05,5.262748595451695e-05,-0.05966848093704417,0.007539599816184905,0.06570235498667387,0.0032336981838208406,8.871973907294258,813788.7468720649,813788.7468720649,warmup,random
2025-08-26_10:59:30,0.0,0.0,0.0,0.0,3.098944281632816e-05,4.776631665549787e-05,-0.0636375067521959,-0.030665153457087757,0.06305760777071823,0.054636929744728294,9.187679279813313,870199.7150409556,870199.7150409556,warmup,random
2025-08-26_10:59:30,0.0,0.0,0.0,0.0,2.4602830541572056e-05,1.8760000473979498e-05,0.011711855659122097,-0.059117150824902126,0.06641527307326331,0.06806950422714442,10.816536774925865,1177156.8563868385,1177156.8563868385,warmup,random
2025-08-26_10:59:30,0.0,0.0,0.0,0.0,3.630651558672791e-05,8.660566938311994e-06,0.05752980582913794,0.04515521400924366,0.06297198786086938,0.0316007311743704,10.61345313778218,1171842.7383554163,1171842.7383554163,warmup,random
2025-08-26_10:59:30,0.0,0.0,0.0,0.0,2.444328582122729e-06,1.4461312996294937e-06,-0.01729512863707306,0.043477466309456606,0.06821865810409222,-0.04894163524550606,14.206174325865373,1970428.6748514953,1970428.6748514953,warmup,random
2025-08-26_10:59:30,0.0,0.0,0.0,0.0,4.443950491445475e-05,2.4867302811143677e-05,-0.011925269672726876,-0.03172300992970113,-0.06210743046887021,0.05106113267570746,9.921808059663652,1015863.781965744,1015863.781965744,warmup,random
2025-08-26_10:59:30,0.0,0.0,0.0,0.0,4.076788363380803e-05,5.007534539727457e-05,0.04895063469483761,-0.035371265755952334,-0.006923821056586912,-0.05191768187879071,8.733504980407918,761265.4795197102,761265.4795197102,warmup,random
2025-08-26_10:59:30,0.0,0.0,0.0,0.0,3.2779890332245584e-05,1.9014715919838906e-05,-0.05410193709205194,0.024020247382991952,0.0028430781265310623,0.038124574842989506,10.214321815280545,1091907.2886998104,1091907.2886998104,warmup,random
2025-08-26_10:59:31,0.0,0.0,0.0,0.0,4.646880826075937e-05,2.1414417765946425e-05,-0.0512378680169103,-0.06597042531613255,0.03571921579430666,0.016843337189485053,10.129827480032253,1037867.2391807039,1037867.2391807039,warmup,random
2025-08-26_10:59:32,0.0,0.0,0.0,0.0,1.8613611238809312e-05,3.1286141518952825e-05,-0.015085833686037477,-0.008753510916677934,0.05658221722912479,-0.021244234616737953,10.234676986131994,1048464.5924985402,1048464.5924985402,warmup,random
2025-08-26_10:59:32,0.0,0.0,0.0,0.0,4.571215837814016e-05,5.032711702267215e-05,-0.04940971266993469,0.05972226752260923,-0.0011037189688646587,-0.03384578563814583,8.864442856683528,778022.2148675555,778022.2148675555,warmup,random
2025-08-26_10:59:32,0.0,0.0,0.0,0.0,3.358857523607063e-05,1.2765710514305322e-05,-0.05937913406478706,-0.05195683893250912,-0.052073582545911865,-0.0487336229082788,10.36360737773674,1093135.9590849497,1093135.9590849497,warmup,random
2025-08-26_10:59:32,0.0,0.0,0.0,0.0,4.7534946304523324e-05,2.5146268851919093e-05,0.023458083392943807,-0.04587521803177183,-0.043079537366786096,-0.06427839372269296,9.75415148128779,956710.9329022377,956710.9329022377,warmup,random
2025-08-26_10:59:33,0.0,0.0,0.0,0.0,6.437669374776813e-06,2.4448235767332832e-05,-0.041113279423189056,-0.019002219453269437,0.00047841791967996594,0.026655276008111142,11.893623588177718,1446010.113140905,1446010.113140905,warmup,random
2025-08-26_10:59:33,0.0,0.0,0.0,0.0,4.6305988146453854e-05,4.881019360815951e-05,-0.06144908562031908,-0.031237129259391483,0.042868179171028586,0.03475635665371217,9.036959186903752,815401.3121923722,815401.3121923722,warmup,random
2025-08-26_10:59:33,0.0,0.0,0.0,0.0,3.2786590152529175e-05,1.9583977215219452e-05,-0.005245139741359289,0.03464593133872591,-0.0648643515953163,-0.0346588277918371,10.014819797216589,1031686.3840116111,1031686.3840116111,warmup,random
2025-08-26_10:59:33,0.0,0.0,0.0,0.0,5.724758000441142e-06,2.3740484823301924e-05,0.004566417303703246,-0.03605412949113785,-0.032305947667086665,-0.017180217165352833,11.745620621859604,1421176.659983409,1421176.659983409,warmup,random
2025-08-26_10:59:33,0.0,0.0,0.0,0.0,6.391404879829352e-06,4.720341951517744e-05,0.013102943497566813,0.02507432468022855,0.040483973405027365,-0.00021809214993198656,10.91863112135685,1241944.9030346398,1241944.9030346398,warmup,random
2025-08-26_10:59:33,0.0,0.0,0.0,0.0,2.2906372972861526e-05,6.805377033025101e-06,-0.030271373188178574,-0.019168478504191087,0.02042841378642417,0.009908962653647671,11.283794309254517,1276754.8713348894,1276754.8713348894,warmup,random
2025-08-26_10:59:34,0.0,0.0,0.0,0.0,5.439381925250378e-06,8.14389141981038e-06,-0.03556591802616887,-0.047504607743662206,-0.0438806166328172,-0.03008667638286141,12.557792319918375,1579317.846837785,1579317.846837785,warmup,random
2025-08-26_10:59:35,0.0,0.0,0.0,0.0,2.1780511989102578e-05,5.206694776531071e-05,-0.05431455369647267,-0.014300216133596173,0.06572586065855165,0.05117099762515724,9.507790253742206,904003.4879902629,904003.4879902629,warmup,random
2025-08-26_10:59:35,0.0,0.0,0.0,0.0,4.9260458624305666e-05,2.9530595185087583e-05,0.010025776525785984,-0.03080292688756022,0.037729010646871175,-0.04381387520194673,9.720772646152112,946294.696669979,946294.696669979,warmup,random
2025-08-26_10:59:36,0.0,0.0,0.0,0.0,6.130609869940828e-06,3.238233124728445e-05,-0.029591722546364198,0.011373350999165727,-0.04838921986161168,-0.002640385740325546,11.478742646935013,1359391.6248898606,1359391.6248898606,warmup,random
2025-08-26_10:59:36,0.0,0.0,0.0,0.0,3.405704686533052e-06,5.2468394305047604e-05,-0.024870461703538786,0.04338242241964889,-0.034350308333073065,0.025410381111350105,11.241940721216599,1374248.633639909,1374248.633639909,warmup,random
2025-08-26_10:59:36,0.0,0.0,0.0,0.0,1.8522574713451603e-05,4.926856818792238e-05,0.04628671709028208,0.06510376749331176,-0.05259838871202374,0.0323214465285102,9.992284824981741,989310.2755919216,989310.2755919216,warmup,random
2025-08-26_10:59:36,0.0,0.0,0.0,0.0,3.0468351342876335e-05,4.46248337293505e-05,-0.05043186727231948,0.041337423660384634,-0.041772175193315775,-0.047088167998801375,8.939295794486075,801588.297932871,801588.297932871,warmup,random
2025-08-26_10:59:36,0.0,0.0,0.0,0.0,1.9050074134339457e-05,4.649776863605408e-05,-0.015057684960831048,0.0443239215260208,-0.008521112800169421,-0.01722777988051294,9.45548104425902,897075.6775140136,897075.6775140136,warmup,random
2025-08-26_10:59:36,0.0,0.0,0.0,0.0,1.2345662208023976e-05,4.7682473654888405e-05,-0.016255229007750407,0.006097400555958407,0.05690609553503659,0.017393319427958895,10.35711687080033,1074287.0561732217,1074287.0561732217,warmup,random
2025-08-26_10:59:37,0.0,0.0,0.0,0.0,7.424456247526356e-06,4.209363377186217e-05,0.0168101858299919,0.004684552876685011,0.05514496162713409,0.04040360957143431,11.229979980911168,1302183.2995115626,1302183.2995115626,warmup,random
2025-08-26_10:59:37,0.0,0.0,0.0,0.0,1.8255424192595182e-06,3.022565881393621e-05,0.03674421600369668,0.05274718914664493,-0.022108555179772955,0.04497602265408181,12.44813870007445,1647319.900922156,1647319.900922156,warmup,random
2025-08-26_10:59:37,0.0,0.0,0.0,0.0,4.226678961802737e-05,7.98812777811757e-06,-0.037904804667430195,0.031115359575029283,0.030805115116450413,0.019760668603941628,10.802406876737919,1182653.4740738883,1182653.4740738883,warmup,random
2025-08-26_10:59:37,0.0,0.0,0.0,0.0,9.66559910463549e-06,4.815245722261562e-05,0.01167485126725687,-0.01388080165309042,-0.0053191874898214225,0.06261966754565415,10.866222713026728,1220958.4456265226,1220958.4456265226,warmup,random
2025-08-26_10:59:37,0.0,0.0,0.0,0.0,1.0089342333135049e-06,4.622896097859282e-05,0.06049655954770575,0.009118645702489256,0.027531115342764922,0.059149913364821394,12.125883962337614,1602669.1155380278,1602669.1155380278,warmup,random
2025-08-26_10:59:37,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0,0.0,0.0,0.0,9.209103526070434,851824.6249383072,851824.6249383072,grid,coarse
2025-08-26_10:59:38,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0005,0.0005,0.0005,0.0005,9.211568710412935,852404.9489514491,852404.9489514491,grid,coarse
2025-08-26_10:59:38,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,-0.0005,-0.0005,-0.0005,-0.0005,9.206633145083519,851244.0697495767,851244.0697495767,grid,coarse
2025-08-26_10:59:38,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0005,0.0,0.0,-0.0005,9.208379504157637,851594.0199777937,851594.0199777937,grid,coarse
2025-08-26_10:59:39,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0,0.0005,-0.0005,0.0,9.208738564052798,851758.5641735002,851758.5641735002,grid,coarse
2025-08-26_10:59:39,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0,0.0,0.0,0.0,9.209103526070434,851824.6249383072,851824.6249383072,grid,coarse
2025-08-26_10:59:39,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0005,0.0005,0.0005,0.0005,9.211568710412935,852404.9489514491,852404.9489514491,grid,coarse
2025-08-26_10:59:39,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,-0.0005,-0.0005,-0.0005,-0.0005,9.206633145083519,851244.0697495767,851244.0697495767,grid,coarse
2025-08-26_10:59:39,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0005,0.0,0.0,-0.0005,9.208379504157637,851594.0199777937,851594.0199777937,grid,coarse
2025-08-26_10:59:40,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0,0.0005,-0.0005,0.0,9.208738564052798,851758.5641735002,851758.5641735002,grid,coarse
2025-08-26_10:59:40,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0,0.0,0.0,0.0,9.209103526070434,851824.6249383072,851824.6249383072,grid,coarse
2025-08-26_10:59:40,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0005,0.0005,0.0005,0.0005,9.211568710412935,852404.9489514491,852404.9489514491,grid,coarse
2025-08-26_10:59:41,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,-0.0005,-0.0005,-0.0005,-0.0005,9.206633145083519,851244.0697495767,851244.0697495767,grid,coarse
2025-08-26_10:59:41,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0005,0.0,0.0,-0.0005,9.208379504157637,851594.0199777937,851594.0199777937,grid,coarse
2025-08-26_10:59:41,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0,0.0005,-0.0005,0.0,9.208738564052798,851758.5641735002,851758.5641735002,grid,coarse
2025-08-26_10:59:41,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0,0.0,0.0,0.0,9.209103526070434,851824.6249383072,851824.6249383072,grid,coarse
2025-08-26_10:59:42,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0005,0.0005,0.0005,0.0005,9.211568710412935,852404.9489514491,852404.9489514491,grid,coarse
2025-08-26_10:59:42,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,-0.0005,-0.0005,-0.0005,-0.0005,9.206633145083519,851244.0697495767,851244.0697495767,grid,coarse
2025-08-26_10:59:42,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0005,0.0,0.0,-0.0005,9.208379504157637,851594.0199777937,851594.0199777937,grid,coarse
2025-08-26_10:59:42,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0,0.0005,-0.0005,0.0,9.208738564052798,851758.5641735002,851758.5641735002,grid,coarse
2025-08-26_10:59:42,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0,0.0,0.0,0.0,9.209103526070434,851824.6249383072,851824.6249383072,grid,coarse
2025-08-26_10:59:42,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0005,0.0005,0.0005,0.0005,9.211568710412935,852404.9489514491,852404.9489514491,grid,coarse
2025-08-26_10:59:43,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,-0.0005,-0.0005,-0.0005,-0.0005,9.206633145083519,851244.0697495767,851244.0697495767,grid,coarse
2025-08-26_10:59:43,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0005,0.0,0.0,-0.0005,9.208379504157637,851594.0199777937,851594.0199777937,grid,coarse
2025-08-26_10:59:44,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0,0.0005,-0.0005,0.0,9.208738564052798,851758.5641735002,851758.5641735002,grid,coarse
2025-08-26_10:59:44,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0,0.0,0.0,0.0,9.209103526070434,851824.6249383072,851824.6249383072,grid,coarse
2025-08-26_10:59:44,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0005,0.0005,0.0005,0.0005,9.211568710412935,852404.9489514491,852404.9489514491,grid,coarse
2025-08-26_10:59:44,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,-0.0005,-0.0005,-0.0005,-0.0005,9.206633145083519,851244.0697495767,851244.0697495767,grid,coarse
2025-08-26_10:59:44,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0005,0.0,0.0,-0.0005,9.208379504157637,851594.0199777937,851594.0199777937,grid,coarse
2025-08-26_10:59:45,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0,0.0005,-0.0005,0.0,9.208738564052798,851758.5641735002,851758.5641735002,grid,coarse
2025-08-26_10:59:45,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0,0.0,0.0,0.0,9.209103526070434,851824.6249383072,851824.6249383072,grid,coarse
2025-08-26_10:59:45,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0005,0.0005,0.0005,0.0005,9.211568710412935,852404.9489514491,852404.9489514491,grid,coarse
2025-08-26_10:59:45,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,-0.0005,-0.0005,-0.0005,-0.0005,9.206633145083519,851244.0697495767,851244.0697495767,grid,coarse
2025-08-26_10:59:45,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0005,0.0,0.0,-0.0005,9.208379504157637,851594.0199777937,851594.0199777937,grid,coarse
2025-08-26_10:59:46,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0,0.0005,-0.0005,0.0,9.208738564052798,851758.5641735002,851758.5641735002,grid,coarse
2025-08-26_10:59:46,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0,0.0,0.0,0.0,9.209103526070434,851824.6249383072,851824.6249383072,grid,coarse
2025-08-26_10:59:46,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0005,0.0005,0.0005,0.0005,9.211568710412935,852404.9489514491,852404.9489514491,grid,coarse
2025-08-26_10:59:47,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,-0.0005,-0.0005,-0.0005,-0.0005,9.206633145083519,851244.0697495767,851244.0697495767,grid,coarse
2025-08-26_10:59:47,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0005,0.0,0.0,-0.0005,9.208379504157637,851594.0199777937,851594.0199777937,grid,coarse
2025-08-26_10:59:47,0.0,0.0,0.0,0.0,4.2000000000000004e-05,4.2000000000000004e-05,0.0,0.0005,-0.0005,0.0,9.208738564052798,851758.5641735002,851758.5641735002,grid,coarse
