timestamp,w,resxy,resz,pos,diff,chi2,obj,phase,note
2025-08-23_22:26:01,1e-06,9.999999999999999e-06,9.999999999999999e-06,0.0,8.914725637241157,539852.3771120305,539852.3771120305,grid,coarse
2025-08-23_22:26:01,1e-06,9.999999999999999e-06,9.999999999999999e-06,0.005,7.639419633346023,432293.4198982902,432293.4198982902,grid,coarse
2025-08-23_22:26:01,1e-06,9.999999999999999e-06,1.5e-05,-0.005,6.597312152158409,351548.39012358425,351548.39012358425,grid,coarse
2025-08-23_22:26:01,1e-06,9.999999999999999e-06,1.5e-05,0.0,5.875074830877901,256831.72661686054,256831.72661686054,grid,coarse
2025-08-23_22:26:01,1e-06,9.999999999999999e-06,1.5e-05,0.005,5.168145355230465,189720.14296498513,189720.14296498513,grid,coarse
2025-08-23_22:26:01,1e-06,9.999999999999999e-06,2e-05,-0.005,10.608825032269468,766331.5363149145,766331.5363149145,grid,coarse
2025-08-23_22:26:01,1e-06,9.999999999999999e-06,2e-05,0.0,10.081912096441984,741627.9154996073,741627.9154996073,grid,coarse
2025-08-23_22:26:01,1e-06,9.999999999999999e-06,2e-05,0.005,9.517930931681104,750126.7926100069,750126.7926100069,grid,coarse
2025-08-23_22:26:01,1e-06,1.5e-05,9.999999999999999e-06,-0.005,5.117514632752506,354483.0365050012,354483.0365050012,grid,coarse
2025-08-23_22:26:01,1e-06,1.5e-05,9.999999999999999e-06,0.0,6.376935775316905,366964.4889071687,366964.4889071687,grid,coarse
2025-08-23_22:26:01,1e-06,1.5e-05,9.999999999999999e-06,0.005,7.6977560533175335,441487.79526238877,441487.79526238877,grid,coarse
2025-08-23_22:26:01,1e-06,1.5e-05,1.5e-05,-0.005,1.569757563452722,34864.82061349164,34864.82061349164,grid,coarse
2025-08-23_22:26:01,1e-06,1.5e-05,1.5e-05,0.0,3.337284968953652,83943.83841199866,83943.83841199866,grid,coarse
2025-08-23_22:26:01,1e-06,1.5e-05,1.5e-05,0.005,5.226481775201976,198914.51832908372,198914.51832908372,grid,coarse
2025-08-23_22:26:01,1e-06,1.5e-05,2e-05,-0.005,5.581270443563781,449647.9668048219,449647.9668048219,grid,coarse
2025-08-23_22:26:01,1e-06,1.5e-05,2e-05,0.0,7.544122234517735,568740.0272947456,568740.0272947456,grid,coarse
2025-08-23_22:26:01,1e-06,1.5e-05,2e-05,0.005,9.576267351652616,759321.1679741053,759321.1679741053,grid,coarse
2025-08-23_22:26:01,1e-06,2e-05,9.999999999999999e-06,-0.005,11.172847194386577,802653.2526755012,802653.2526755012,grid,coarse
2025-08-23_22:26:01,1e-06,2e-05,9.999999999999999e-06,0.0,12.931163023626688,1089738.5364923663,1089738.5364923663,grid,coarse
2025-08-23_22:26:01,1e-06,2e-05,9.999999999999999e-06,0.005,14.771408482605413,1495559.1619925213,1495559.1619925213,grid,coarse
2025-08-23_22:26:01,1e-06,2e-05,1.5e-05,-0.005,7.625090125086791,483035.0367839917,483035.0367839917,grid,coarse
2025-08-23_22:26:01,1e-06,2e-05,1.5e-05,0.0,9.891512217263436,806717.8859971963,806717.8859971963,grid,coarse
2025-08-23_22:26:01,1e-06,2e-05,1.5e-05,0.005,12.300134204489854,1252985.8850592163,1252985.8850592163,grid,coarse
2025-08-23_22:26:01,1e-06,2e-05,2e-05,-0.005,11.63660300519785,897818.182975322,897818.182975322,grid,coarse
2025-08-23_22:26:01,1e-06,2e-05,2e-05,0.0,14.098349482827519,1291514.0748799432,1291514.0748799432,grid,coarse
2025-08-23_22:26:02,1e-06,2e-05,2e-05,0.005,16.649919780940497,1813392.534704238,1813392.534704238,grid,coarse
2025-08-23_22:26:02,0.017417333333333337,9.999999999999999e-06,9.999999999999999e-06,-0.005,8.867947225184984,515407.3916630312,515407.3916630312,grid,coarse
2025-08-23_22:26:02,0.017417333333333337,9.999999999999999e-06,9.999999999999999e-06,0.0,7.577006060860201,383815.60904414975,383815.60904414975,grid,coarse
2025-08-23_22:26:02,0.017417333333333337,9.999999999999999e-06,9.999999999999999e-06,0.005,6.237909555095367,277916.9781334646,277916.9781334646,grid,coarse
2025-08-23_22:26:02,0.017417333333333337,9.999999999999999e-06,1.5e-05,-0.005,6.401018652896265,322608.13793882466,322608.13793882466,grid,coarse
2025-08-23_22:26:02,0.017417333333333337,9.999999999999999e-06,1.5e-05,0.0,5.781649511714701,233216.95628217296,233216.95628217296,grid,coarse
2025-08-23_22:26:02,0.017417333333333337,9.999999999999999e-06,1.5e-05,0.005,5.125158135822039,173597.5362509423,173597.5362509423,grid,coarse
2025-08-23_22:26:02,0.017417333333333337,9.999999999999999e-06,2e-05,-0.005,10.937383931096807,816544.4159524571,816544.4159524571,grid,coarse
2025-08-23_22:26:02,0.017417333333333337,9.999999999999999e-06,2e-05,0.0,10.427460146402778,800417.2319035088,800417.2319035088,grid,coarse
2025-08-23_22:26:02,0.017417333333333337,9.999999999999999e-06,2e-05,0.005,9.881372503578962,819816.58259669,819816.58259669,grid,coarse
2025-08-23_22:26:02,0.017417333333333337,1.5e-05,9.999999999999999e-06,-0.005,4.048421827935901,213615.7504053337,213615.7504053337,grid,coarse
2025-08-23_22:26:02,0.017417333333333337,1.5e-05,9.999999999999999e-06,0.0,5.266761052515988,227194.319971191,227194.319971191,grid,coarse
2025-08-23_22:26:02,0.017417333333333337,1.5e-05,9.999999999999999e-06,0.005,6.5439709948353215,304840.4321268075,304840.4321268075,grid,coarse
2025-08-23_22:26:02,0.017417333333333337,1.5e-05,1.5e-05,-0.005,1.5814932556471817,20816.496681127126,20816.496681127126,grid,coarse
2025-08-23_22:26:02,0.017417333333333337,1.5e-05,1.5e-05,0.0,3.4714045033704863,76595.66720921423,76595.66720921423,grid,coarse
2025-08-23_22:26:03,0.017417333333333337,1.5e-05,1.5e-05,0.005,5.431219575561993,200520.9902442853,200520.9902442853,grid,coarse
2025-08-23_22:26:03,0.017417333333333337,1.5e-05,2e-05,-0.005,6.117858533847725,514752.7746947596,514752.7746947596,grid,coarse
2025-08-23_22:26:03,0.017417333333333337,1.5e-05,2e-05,0.0,8.117215138058565,643795.94283055,643795.94283055,grid,coarse
2025-08-23_22:26:03,0.017417333333333337,1.5e-05,2e-05,0.005,10.187433943318917,846740.0365900331,846740.0365900331,grid,coarse
2025-08-23_22:26:03,0.017417333333333337,2e-05,9.999999999999999e-06,-0.005,10.083663487396837,669460.5391552605,669460.5391552605,grid,coarse
2025-08-23_22:26:03,0.017417333333333337,2e-05,9.999999999999999e-06,0.0,11.798416625589176,958341.4885428813,958341.4885428813,grid,coarse
2025-08-23_22:26:03,0.017417333333333337,2e-05,9.999999999999999e-06,0.005,13.59304402790474,1368029.7754886036,1368029.7754886036,grid,coarse
2025-08-23_22:26:03,0.017417333333333337,2e-05,1.5e-05,-0.005,7.616734915108117,476661.285431054,476661.285431054,grid,coarse
2025-08-23_22:26:03,0.017417333333333337,2e-05,1.5e-05,0.0,10.003060076443674,807742.8357809046,807742.8357809046,grid,coarse
2025-08-23_22:26:03,0.017417333333333337,2e-05,1.5e-05,0.005,12.480292608631414,1263710.3336060815,1263710.3336060815,grid,coarse
2025-08-23_22:26:03,0.017417333333333337,2e-05,2e-05,-0.005,12.15310019330866,970597.5634446864,970597.5634446864,grid,coarse
2025-08-23_22:26:03,0.017417333333333337,2e-05,2e-05,0.0,14.648870711131753,1374943.1114022403,1374943.1114022403,grid,coarse
2025-08-23_22:26:03,0.017417333333333337,2e-05,2e-05,0.005,17.236506976388334,1909929.379951829,1909929.379951829,grid,coarse
2025-08-23_22:26:03,0.03483366666666667,9.999999999999999e-06,9.999999999999999e-06,-0.005,8.467995594771265,468172.0165501693,468172.0165501693,grid,coarse
2025-08-23_22:26:03,0.03483366666666667,9.999999999999999e-06,9.999999999999999e-06,0.0,7.122823053059232,339581.5432821845,339581.5432821845,grid,coarse
2025-08-23_22:26:03,0.03483366666666667,9.999999999999999e-06,9.999999999999999e-06,0.005,5.814120260476386,239174.18672088956,239174.18672088956,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,9.999999999999999e-06,1.5e-05,-0.005,7.052496659127679,364195.5982030595,364195.5982030595,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,9.999999999999999e-06,1.5e-05,0.0,6.455191891497959,282238.89032784756,282238.89032784756,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,9.999999999999999e-06,1.5e-05,0.005,5.821513733599204,232689.38529798813,232689.38529798813,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,9.999999999999999e-06,2e-05,-0.005,11.481021055243737,919603.2384032249,919603.2384032249,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,9.999999999999999e-06,2e-05,0.0,10.98732356992251,913840.4559893578,913840.4559893578,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,9.999999999999999e-06,2e-05,0.005,10.458115192160127,946344.3145278576,946344.3145278576,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,1.5e-05,9.999999999999999e-06,-0.005,3.8739037516989647,181548.0953224717,181548.0953224717,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,1.5e-05,9.999999999999999e-06,0.0,5.058690185713166,199576.16887764807,199576.16887764807,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,1.5e-05,9.999999999999999e-06,0.005,6.388288495107872,284244.85961739474,284244.85961739474,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,1.5e-05,1.5e-05,-0.005,2.4584048160553786,77571.67697536189,77571.67697536189,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,1.5e-05,1.5e-05,0.0,4.391059024151893,142233.51592331115,142233.51592331115,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,1.5e-05,1.5e-05,0.005,6.395681968230692,277760.05819449335,277760.05819449335,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,1.5e-05,2e-05,-0.005,6.886929212171438,632979.3171755272,632979.3171755272,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,1.5e-05,2e-05,0.0,8.923190702576443,773835.0815848215,773835.0815848215,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,1.5e-05,2e-05,0.005,11.032283426791615,991414.9874243627,991414.9874243627,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,2e-05,9.999999999999999e-06,-0.005,9.887178777107287,645605.5522683463,645605.5522683463,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,2e-05,9.999999999999999e-06,0.0,11.566343261108724,939699.5873751298,939699.5873751298,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,2e-05,9.999999999999999e-06,0.005,13.411198422407109,1357221.687704942,1357221.687704942,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,2e-05,1.5e-05,-0.005,8.471679841463702,541629.1339212365,541629.1339212365,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,2e-05,1.5e-05,0.0,10.898712099547453,882356.9344207929,882356.9344207929,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,2e-05,1.5e-05,0.005,13.418591895529927,1350736.8862820403,1350736.8862820403,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,2e-05,2e-05,-0.005,12.90020423757976,1097036.7741214018,1097036.7741214018,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,2e-05,2e-05,0.0,15.430843777972001,1513958.500082303,1513958.500082303,grid,coarse
2025-08-23_22:26:04,0.03483366666666667,2e-05,2e-05,0.005,18.055193354090854,2064391.8155119095,2064391.8155119095,grid,coarse
2025-08-23_22:26:04,0.052250000000000005,9.999999999999999e-06,9.999999999999999e-06,-0.005,8.33847608556408,474296.60575502797,474296.60575502797,grid,coarse
2025-08-23_22:26:04,0.052250000000000005,9.999999999999999e-06,9.999999999999999e-06,0.0,7.084963315210496,350382.71989820665,350382.71989820665,grid,coarse
2025-08-23_22:26:04,0.052250000000000005,9.999999999999999e-06,9.999999999999999e-06,0.005,5.8308840709066985,257315.21838979074,257315.21838979074,grid,coarse
2025-08-23_22:26:04,0.052250000000000005,9.999999999999999e-06,1.5e-05,-0.005,7.616230935077294,445483.74688315624,445483.74688315624,grid,coarse
2025-08-23_22:26:04,0.052250000000000005,9.999999999999999e-06,1.5e-05,0.0,7.037944455374824,372153.1587438673,372153.1587438673,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,9.999999999999999e-06,1.5e-05,0.005,6.423749174511874,334053.34711835964,334053.34711835964,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,9.999999999999999e-06,2e-05,-0.005,11.967428180065347,1054552.367116348,1054552.367116348,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,9.999999999999999e-06,2e-05,0.0,11.488384328355705,1060119.7157578869,1060119.7157578869,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,9.999999999999999e-06,2e-05,0.005,10.974284504912973,1106880.323626512,1106880.323626512,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,1.5e-05,9.999999999999999e-06,-0.005,3.9708023479358485,202113.27185197113,202113.27185197113,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,1.5e-05,9.999999999999999e-06,0.0,5.268208627615618,226232.885867832,226232.885867832,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,1.5e-05,9.999999999999999e-06,0.005,6.67467384630373,319731.55559406936,319731.55559406936,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,1.5e-05,1.5e-05,-0.005,3.2485571974490615,173300.41298009935,173300.41298009935,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,1.5e-05,1.5e-05,0.0,5.221189767779945,248003.3247134926,248003.3247134926,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,1.5e-05,1.5e-05,0.005,7.267538949908905,396469.6843226382,396469.6843226382,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,1.5e-05,2e-05,-0.005,7.599754442437115,782369.0332132911,782369.0332132911,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,1.5e-05,2e-05,0.0,9.671629640760829,935969.8817275125,935969.8817275125,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,1.5e-05,2e-05,0.005,11.818074280310004,1169296.6608307906,1169296.6608307906,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,2e-05,9.999999999999999e-06,-0.005,9.962451095871327,674325.4380758668,674325.4380758668,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,2e-05,9.999999999999999e-06,0.0,11.752199156257742,975283.9341660212,975283.9341660212,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,2e-05,9.999999999999999e-06,0.005,13.671768452352048,1402454.6957483138,1402454.6957483138,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,2e-05,1.5e-05,-0.005,9.240205945384538,645512.5792039951,645512.5792039951,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,2e-05,1.5e-05,0.0,11.70518029642207,997054.3730116818,997054.3730116818,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,2e-05,1.5e-05,0.005,14.264633555957223,1479192.8244768828,1479192.8244768828,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,2e-05,2e-05,-0.005,13.591403190372592,1254581.1994371868,1254581.1994371868,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,2e-05,2e-05,0.0,16.15562016940295,1685020.9300257014,1685020.9300257014,grid,coarse
2025-08-23_22:26:05,0.052250000000000005,2e-05,2e-05,0.005,18.81516888635832,2252019.8009850346,2252019.8009850346,grid,coarse
2025-08-23_22:26:05,0.017417333333333337,1.5e-05,1.5e-05,-0.005,1.5814932556471817,20816.496681127126,20816.496681127126,init,start
2025-08-23_22:26:05,0.017417333333333337,1.5e-05,1.5e-05,-0.005,1.5814932556471817,20816.496681127126,20816.496681127126,search,w
2025-08-23_22:26:05,0.021417333333333337,1.5e-05,1.5e-05,-0.005,1.7923794821908015,29213.190482034344,29213.190482034344,search,w
2025-08-23_22:26:05,0.013417333333333337,1.5e-05,1.5e-05,-0.005,1.3655323872783933,15995.693040694245,15995.693040694245,search,w
2025-08-23_22:26:05,0.009417333333333337,1.5e-05,1.5e-05,-0.005,1.3396705374134703,15413.313668934032,15413.313668934032,search,w 2-step
2025-08-23_22:26:05,0.009417333333333337,1.5e-05,1.5e-05,-0.005,1.3396705374134703,15413.313668934032,15413.313668934032,search,resxy
2025-08-23_22:26:05,0.009417333333333337,1.7e-05,1.5e-05,-0.005,3.756921691403333,104740.82090715755,104740.82090715755,search,resxy
2025-08-23_22:26:05,0.009417333333333337,1.3000000000000001e-05,1.5e-05,-0.005,2.6419996180011447,47910.26112770028,47910.26112770028,search,resxy
2025-08-23_22:26:05,0.009417333333333337,1.5e-05,1.5e-05,-0.005,1.3396705374134703,15413.313668934032,15413.313668934032,search,resz
2025-08-23_22:26:05,0.009417333333333337,1.5e-05,1.7e-05,-0.005,3.039514391594599,113799.3380984364,113799.3380984364,search,resz
2025-08-23_22:26:05,0.009417333333333337,1.5e-05,1.3000000000000001e-05,-0.005,1.7972125059025872,29939.602691981832,29939.602691981832,search,resz
2025-08-23_22:26:05,0.009417333333333337,1.5e-05,1.5e-05,-0.005,1.3396705374134703,15413.313668934032,15413.313668934032,search,pos
2025-08-23_22:26:06,0.009417333333333337,1.5e-05,1.5e-05,-0.003,2.0789887342789193,28845.74642780517,28845.74642780517,search,pos
2025-08-23_22:26:06,0.009417333333333337,1.5e-05,1.5e-05,-0.005,1.3396705374134703,15413.313668934032,15413.313668934032,search,pos
2025-08-23_22:26:06,0.009417333333333337,1.5e-05,1.5e-05,-0.005,1.3396705374134703,15413.313668934032,15413.313668934032,round,"round=1, steps=(0.006,1e-06,1e-06,0.001)"
2025-08-23_22:26:06,0.009417333333333337,1.5e-05,1.5e-05,-0.005,1.3396705374134703,15413.313668934032,15413.313668934032,search,w
2025-08-23_22:26:06,0.015417333333333337,1.5e-05,1.5e-05,-0.005,1.4736108114061253,17921.66439920592,17921.66439920592,search,w
2025-08-23_22:26:06,0.0034173333333333365,1.5e-05,1.5e-05,-0.005,1.466949831477225,24332.74686273383,24332.74686273383,search,w
2025-08-23_22:26:06,0.009417333333333337,1.5e-05,1.5e-05,-0.005,1.3396705374134703,15413.313668934032,15413.313668934032,search,resxy
2025-08-23_22:26:06,0.009417333333333337,1.6e-05,1.5e-05,-0.005,2.5481238792715484,44834.72415661421,44834.72415661421,search,resxy
2025-08-23_22:26:06,0.009417333333333337,1.4e-05,1.5e-05,-0.005,1.4344715274216353,16449.985249947396,16449.985249947396,search,resxy
2025-08-23_22:26:06,0.009417333333333337,1.5e-05,1.5e-05,-0.005,1.3396705374134703,15413.313668934032,15413.313668934032,search,resz
2025-08-23_22:26:06,0.009417333333333337,1.5e-05,1.6e-05,-0.005,2.182069159681243,50392.39339381773,50392.39339381773,search,resz
2025-08-23_22:26:06,0.009417333333333337,1.5e-05,1.4e-05,-0.005,0.8871138120587505,8672.896759226373,8672.896759226373,search,resz
2025-08-23_22:26:06,0.009417333333333337,1.5e-05,1.3000000000000001e-05,-0.005,1.7972125059025872,29939.602691981832,29939.602691981832,search,resz 2-step
2025-08-23_22:26:06,0.009417333333333337,1.5e-05,1.4e-05,-0.005,0.8871138120587505,8672.896759226373,8672.896759226373,search,pos
2025-08-23_22:26:06,0.009417333333333337,1.5e-05,1.4e-05,-0.004,1.155861632620427,12164.419308909917,12164.419308909917,search,pos
2025-08-23_22:26:06,0.009417333333333337,1.5e-05,1.4e-05,-0.005,0.8871138120587505,8672.896759226373,8672.896759226373,search,pos
2025-08-23_22:26:06,0.009417333333333337,1.5e-05,1.4e-05,-0.005,0.8871138120587505,8672.896759226373,8672.896759226373,round,"round=2, steps=(0.003,5e-07,1.5e-06,0.0005)"
2025-08-23_22:26:06,0.009417333333333337,1.5e-05,1.4e-05,-0.005,0.8871138120587505,8672.896759226373,8672.896759226373,search,w
2025-08-23_22:26:06,0.012417333333333336,1.5e-05,1.4e-05,-0.005,0.7417537671028688,5379.474762200456,5379.474762200456,search,w
2025-08-23_22:26:06,0.0064173333333333365,1.5e-05,1.4e-05,-0.005,1.03780641278934,15078.474547464917,15078.474547464917,search,w
2025-08-23_22:26:06,0.015417333333333337,1.5e-05,1.4e-05,-0.005,0.6511987306199448,4780.661985427723,4780.661985427723,search,w 2-step
2025-08-23_22:26:06,0.015417333333333337,1.5e-05,1.4e-05,-0.005,0.6511987306199448,4780.661985427723,4780.661985427723,search,resxy
2025-08-23_22:26:06,0.015417333333333337,1.55e-05,1.4e-05,-0.005,1.254427211387198,16035.836080017649,16035.836080017649,search,resxy
2025-08-23_22:26:06,0.015417333333333337,1.45e-05,1.4e-05,-0.005,0.37205680059675683,1117.036254062568,1117.036254062568,search,resxy
2025-08-23_22:26:06,0.015417333333333337,1.4e-05,1.4e-05,-0.005,0.6828085050621177,5038.667600240142,5038.667600240142,search,resxy 2-step
